Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2017/10/31/the-quad-samhain-the-celtic-origin-of-halloween-in-the-us,34,30,0:02:07,28,89.29%,82.35%,$0.00 
/2018/02/03/the-quad-survival-tips-can-keep-you-afloat-during-apartment-hunting-season,34,33,0:02:14,27,88.89%,85.29%,$0.00 
/2018/02/05/new-asucla-executive-directors-past-experience-to-stand-him-in-good-stead,34,32,0:07:24,31,87.10%,88.24%,$0.00 
/2018/04/04/screening-science-pacific-rim-uprising-robots-make-for-good-action-but-defy-physics,34,32,0:01:50,32,93.75%,94.12%,$0.00 
/2018/07/16/ucla-extension-partnership-creates-educational-program-for-underserved-community,34,34,0:00:48,33,100.00%,97.06%,$0.00 
/2018/08/15/ucla-awarded-title-of-no-2-public-university-in-u-s-by-international-ranking,34,31,0:03:40,17,88.24%,61.76%,$0.00 
/2018/08/31/between-two-bruins-your-questions-about-ucla-footballs-season-opener-answered,34,32,0:01:05,12,41.67%,73.53%,$0.00 
/2018/09/21/calibrated-peer-review-program-ineffective-according-to-students,34,33,0:03:45,31,96.77%,94.12%,$0.00 
/2018/10/08/submission-ucpath-payroll-system-ineffective-a-bureaucratic-disaster,34,34,0:04:14,31,96.77%,97.06%,$0.00 
/2019/01/29/students-can-apply-to-new-public-affairs-major-starting-spring-quarter,34,34,0:05:54,28,82.14%,76.47%,$0.00 
/2019/04/17/class-strips-stigma-from-pole-dancing-trades-fetishization-for-self-expression,34,32,0:00:16,31,90.32%,91.18%,$0.00 
/2019/05/21/womens-soccer-coaches-look-to-incoming-freshmen-to-bring-depth-to-the-field,34,32,0:01:48,11,63.64%,55.88%,$0.00 
/2019/06/07/the-daily-bruin-newsroom-made-me-who-i-am-today-one-comma-at-a-time-30,34,29,0:01:33,11,36.36%,47.06%,$0.00 
/2019/06/09/substitute-courses-a-viable-option-for-dead-major-requirements,34,33,0:05:36,32,81.25%,82.35%,$0.00 
/2019/07/21/uc-makes-changes-to-admissions-process-in-recent-audit-as-response-to-scandal,34,33,0:00:52,23,100.00%,82.35%,$0.00 
/2019/08/04/alumna-producer-revives-midcentury-new-york-city-for-marvelous-mrs-maisel,34,31,0:04:23,28,85.71%,79.41%,$0.00 
/2019/08/07/the-quad-though-term-big-one-may-be-misleading-earthquake-preparedness-remains-essential,34,34,0:10:44,31,100.00%,94.12%,$0.00 
/2019/09/02/ucla-again-prioritizes-the-profit-motive-disregarding-student-safety-in-bird-deal,34,31,0:03:37,28,82.14%,79.41%,$0.00 
/2019/09/26/op-ed-uc-should-offer-more-resources-to-support-graduate-students-mental-health,34,31,0:04:25,26,84.62%,76.47%,$0.00 
/2019/09/30/music-preview-some-artists-find-new-sounds-in-fall-album-releases-others-make-comebacks,34,29,0:02:17,20,70.00%,64.71%,$0.00 
/2019/10/03/professor-of-history-african-american-studies-wins-macarthur-genius-grant,34,33,0:02:21,30,93.33%,88.24%,$0.00 
/2019/10/28/gallery-the-getty-fire-rages-along-405-freeway,34,29,0:04:38,7,57.14%,26.47%,$0.00 
/2019/11/12/gallery-camp-flog-gnaw-2019,34,32,0:01:07,21,95.24%,67.65%,$0.00 
/2019/11/22/jason-harris-tackles-new-domains-with-leadership-learned-from-father-and-football,34,31,0:03:19,29,93.10%,85.29%,$0.00 
/2019/11/29/the-quad-yarning-for-a-way-to-relieve-stress-knitting-may-be-the-solution,34,32,0:00:30,32,93.75%,94.12%,$0.00 
/2019/12/01/george-takei-aims-to-raise-awareness-about-japanese-american-internment-in-film,34,33,0:00:19,29,93.10%,82.35%,$0.00 
/2020/01/09/with-new-leader-sustainable-la-grand-challenge-steadfast-in-renewability-goals,34,31,0:02:58,28,96.43%,85.29%,$0.00 
/2020/01/13/brain-like-device-may-forecast-future-of-computer-technology,34,33,0:01:37,30,90.00%,85.29%,$0.00 
/2020/02/03/ucla-must-improve-voter-awareness-programs-to-make-a-difference-in-next-election,34,33,0:00:58,21,66.67%,55.88%,$0.00 
/2020/02/06/xenophobic-attitudes-unfair-response-to-coronavirus-outbreak,34,28,0:03:01,19,78.95%,58.82%,$0.00 
/2020/03/04/softball-secures-10th-run-rule-victory-off-career-best-pitching-from-freshman,34,23,0:00:23,5,40.00%,29.41%,$0.00 
/2020/04/17/ucla-joins-worldwide-lightitblue-campaign-to-honor-those-fighting-covid-19,34,29,0:00:43,29,86.21%,79.41%,$0.00 
/2020/04/23/student-aims-to-foster-artistic-expression-in-ucla-community-even-during-pandemic,34,32,0:02:10,28,71.43%,73.53%,$0.00 
/2020/05/02/usac-officer-evaluation-johana-guerra-martinez-external-vice-president,34,28,0:01:56,10,60.00%,23.53%,$0.00 
/2020/05/08/the-quad-exploring-the-pet-tential-benefits-of-being-stuck-at-home-with-furry-friends,34,26,0:02:22,19,73.68%,55.88%,$0.00 
/2020/05/18/uclas-emergency-response-has-improved-since-getty-fire-but-must-be-standardized,34,33,0:02:33,19,89.47%,67.65%,$0.00 
/2020/05/22/frivolous-spending-of-fees-points-to-institutional-issues-in-student-government,34,33,0:03:58,15,33.33%,38.24%,$0.00 
/2020/05/28/scattertones-bond-to-be-essential-to-performance-despite-being-scattered-apart,34,33,0:04:10,19,73.68%,76.47%,$0.00 
/2020/07/20/ZmFjdWx0eS,34,17,0:00:00,17,0.00%,47.06%,$0.00 
/2020/09/29/editorial-cartoon-trumps-taxes,34,33,0:00:13,7,85.71%,52.94%,$0.00 
/2020/10/16/the-quad-unearthing-social-dimensions-health-benefits-and-community-culture-of-composting.,34,33,0:05:04,33,90.91%,91.18%,$0.00 
/author/jacob-preal,34,27,0:03:19,11,27.27%,32.35%,$0.00 
/author/kyle-boal,34,31,0:00:58,10,50.00%,32.35%,$0.00 
/category/cooking-with-chemistry,34,24,0:00:15,2,50.00%,11.76%,$0.00 
/category/news/articles.asp?id=38958,34,30,0:00:29,30,80.00%,82.35%,$0.00 
/search?q=gordon+klein,34,33,0:01:16,1,100.00%,20.59%,$0.00 
/search?q=Jan+Reiff,34,31,0:00:07,0,0.00%,8.82%,$0.00 
/search?q=John+Dagenais,34,30,0:00:06,0,0.00%,0.00%,$0.00 
/1994/10/09/arc-of-a-love-affair-encompass,33,32,0:07:00,32,90.62%,90.91%,$0.00 
/1997/02/11/a,33,19,0:05:46,19,73.68%,51.52%,$0.00 
/2000/11/27/standardized-tests-unfair-to-s,33,32,0:03:04,32,93.75%,93.94%,$0.00 
/2002/04/10/student-sues-uc-hastings-for-r,33,29,0:02:53,29,89.66%,84.85%,$0.00 
/2003/07/20/former-ucla-basketball-player,33,28,0:01:22,28,89.29%,84.85%,$0.00 
/2006/01/08/cafe-shooting-suspect-arrested,33,32,0:06:38,30,86.67%,81.82%,$0.00 
/2009/02/05/screen-scene-emhes-just-not-youem,33,33,0:00:00,33,100.00%,100.00%,$0.00 
/2009/05/05/emgroup-projects-arent-collegeem,33,32,0:00:34,32,96.88%,96.97%,$0.00 
/2009/06/28/azature,33,30,0:05:29,30,93.33%,90.91%,$0.00 
/2010/02/16/frisbee-ultimate-teamwork-sport,33,31,0:01:55,31,90.32%,90.91%,$0.00 
/2011/02/16/more_building_names_should_be_dedicated_to_alumni_based_on_merit_not_just_donations,33,33,0:00:00,31,100.00%,96.97%,$0.00 
/2011/04/01/qampa_with_nobuyuki_tsujii_worldrenowned_pianist_shares_his_thoughts_on_art_of_piano_performance,33,32,0:00:29,32,96.88%,96.97%,$0.00 
/2013/09/22/alpha-gamma-delta-sorority-to-revive-ucla-chapter,33,33,0:02:07,32,96.88%,96.97%,$0.00 
/2014/05/16/ucla-phi-kappa-sigma-admits-new-members-after-hiatus,33,33,0:02:24,31,90.32%,87.88%,$0.00 
/2014/06/05/historic-the-black-experience-mural-uncovered-at-ackerman,33,32,0:04:11,30,90.00%,87.88%,$0.00 
/2014/10/02/students-recognize-veterans-services-through-volunteer-day,33,31,0:08:59,31,90.32%,90.91%,$0.00 
/2014/10/20/uc-policies-raise-legal-questions-about-rights-of-students-with-mental-health-issues,33,29,0:05:02,28,85.71%,87.88%,$0.00 
/2015/05/21/group-holds-series-promoting-southwest-asian-north-african-communities,33,32,0:04:29,30,93.33%,93.94%,$0.00 
/2015/07/19/incoming-freshman-brings-top-ranked-pitching-to-ucla-softball,33,32,0:10:10,29,93.10%,90.91%,$0.00 
/2015/08/25/taylor-swifts-1989-world-tour-in-los-angeles,33,31,0:01:58,29,93.10%,87.88%,$0.00 
/2015/09/18/westwood-ucla-community-recalls-hosting-the-1984-olympics,33,30,0:12:30,27,92.59%,84.85%,$0.00 
/2015/12/29/second-take-shia-labeoufs-eccentric-2015-performance-art-dismantles-celebrity,33,29,0:06:12,28,89.29%,84.85%,$0.00 
/2016/01/04/social-media-trends-shift-toward-focus-on-authenticity-honesty,33,33,0:00:00,33,100.00%,100.00%,$0.00 
/2016/01/18/album-review-death-of-a-bachelor,33,26,0:11:40,25,88.00%,78.79%,$0.00 
/2016/02/28/movie-review-only-yesterday,33,32,0:11:58,32,96.88%,96.97%,$0.00 
/2016/03/01/keshav-tadimeti-geffen-academy-planners-failing-to-keep-concerned-parties-informed,33,33,0:01:48,30,93.33%,87.88%,$0.00 
/2016/04/19/ucla-officials-denounce-david-horowitz-posters-as-intimidation,33,30,0:02:41,27,85.19%,78.79%,$0.00 
/2016/11/01/international-student-launches-film-career-as-laid-in-america-associate-producer,33,32,0:05:24,32,96.88%,96.97%,$0.00 
/2016/11/09/qa-alumna-discusses-the-power-of-editing-in-new-sci-fi-drama-arrival,33,30,0:10:01,30,90.00%,90.91%,$0.00 
/2017/01/24/comic-corner-review-of-saga-series,33,32,0:00:16,32,90.62%,90.91%,$0.00 
/2017/02/28/boulevard-bites-three-ramen-shops-battle-to-be-the-best-bowl-on-sawtelle-boulevard,33,30,0:04:20,29,89.66%,87.88%,$0.00 
/2017/04/12/cents-of-style-jet-rags-1-sale-offers-rare-deal-in-a-chaotic-setting,33,32,0:00:19,30,96.67%,90.91%,$0.00 
/2017/05/15/the-quad-a-look-at-what-went-wrong-for-bruins-united-in-the-2017-usac-election,33,30,0:04:39,25,52.00%,57.58%,$0.00 
/2017/09/10/native-americans-at-ucla-celebrate-indigenous-peoples-day-naming,33,33,0:00:21,32,96.88%,93.94%,$0.00 
/2017/11/02/cubing-club-at-ucla-puzzles-over-rubiks-cubes-builds-cuber-community,33,30,0:00:59,30,90.00%,90.91%,$0.00 
/2018/01/31/video-pragathi-guruprasad,33,29,0:05:29,28,85.71%,87.88%,$0.00 
/2018/05/03/global-melodies-music-of-mexico-ensemble-preserves-revamps-mariachi-music,33,32,0:05:36,31,96.77%,93.94%,$0.00 
/2018/07/09/daniel-amaral-reflects-on-growth-as-baseball-player-family-legacy-at-ucla,33,31,0:02:31,30,90.00%,87.88%,$0.00 
/2018/08/26/alumnus-presumed-dead-commemorated-for-charisma-and-selflessness,33,33,0:02:07,29,89.66%,84.85%,$0.00 
/2018/09/28/lppi-study-recommends-med-school-students-study-underrepresented-languages,33,27,0:06:10,27,77.78%,81.82%,$0.00 
/2018/10/14/ucla-film-societys-partnership-provides-accessibility-to-industry-professionals,33,31,0:00:49,26,96.15%,87.88%,$0.00 
/2018/11/08/fac-hosts-town-hall-to-hear-disabled-students-feedback-on-campus-accessibility,33,30,0:03:47,20,90.00%,78.79%,$0.00 
/2019/02/04/budding-los-angeles-promise-of-a-booming-industry-is-bringing-investment-firm-interest-to-cannabis,33,31,0:00:58,30,93.33%,93.94%,$0.00 
/2019/02/18/softball-breaks-own-record-for-most-runs-scored-in-inning-remains-undefeated,33,24,0:03:18,23,78.26%,72.73%,$0.00 
/2019/03/01/proposed-westwood-senior-living-center-receives-mixed-reactions-from-community,33,32,0:02:59,24,79.17%,84.85%,$0.00 
/2019/03/26/afscme-local-3299-files-unfair-labor-practice-charge-against-uc,33,31,0:04:13,28,92.86%,87.88%,$0.00 
/2019/03/28/organization-files-lawsuit-against-ucla-for-not-complying-to-public-records-request,33,31,0:03:13,12,66.67%,45.45%,$0.00 
/2019/04/29/poor-correlation-between-courseload-and-unit-count-causes-confusion-among-students,33,33,0:00:00,32,100.00%,100.00%,$0.00 
/2019/04/29/ucla-researchers-invent-new-technology-to-improve-prostate-cancer-diagnoses,33,30,0:01:48,28,89.29%,84.85%,$0.00 
/2019/05/07/sandra-lees-pimple-popping-videos-boost-others-self-esteem-spread-skin-care-tips,33,26,0:01:06,26,88.46%,75.76%,$0.00 
/2019/05/25/centennial-event-honors-reginaldo-francisco-del-valle-one-of-uclas-founders,33,29,0:07:30,27,88.89%,81.82%,$0.00 
/2019/06/02/artreach,33,31,0:05:20,30,93.33%,93.94%,$0.00 
/2019/08/30/album-review-norman-fucking-rockwell-is-lana-del-reys-subtle-evolution-into-striking-realism,33,31,0:03:18,30,83.33%,81.82%,$0.00 
/2019/10/02/campus-club-bruin-hyperloop-hopes-to-compete-in-spacexs-annual-competition,33,32,0:00:56,27,88.89%,78.79%,$0.00 
/2019/10/03/uclas-carbon-neutral-goals-would-be-nice-if-it-could-actually-commit-to-them,33,32,0:04:46,23,82.61%,78.79%,$0.00 
/2019/10/31/alumni-reached-new-heights-while-exploring-ucla-from-its-rooftops,33,32,0:03:08,30,86.67%,87.88%,$0.00 
/2019/11/15/us-house-considers-college-affordability-act-that-could-cut-student-costs,33,33,0:07:08,27,96.30%,84.85%,$0.00 
/2019/12/04/ucpd-searches-for-man-who-allegedly-sexually-battered-student-on-the-hill,33,29,0:03:13,2,50.00%,42.42%,$0.00 
/2020/01/05/alum-highlights-disappearing-line-between-fashion-and-fine-art-in-art-exhibition?fbclid=IwAR3BKjuWHT6tjS7yWIt_fnPuOEp1xj7P7K1_Bnd5JY3o7Masn6OZd14VtV0,33,30,0:14:50,30,90.00%,90.91%,$0.00 
/2020/01/12/graduate-students-short-film-clara-explores-intimacy-and-infertility-in-marriage,33,30,0:00:55,30,93.33%,87.88%,$0.00 
/2020/01/12/ucla-track-and-field-wins-shot-put-with-only-one-thrower-cleared-to-compete,33,32,0:01:11,24,87.50%,84.85%,$0.00 
/2020/01/16/navi-sidhu-appointed-as-new-usac-election-board-chair,33,31,0:04:06,15,53.33%,45.45%,$0.00 
/2020/01/18/daily-bruin-abroad-israel-and-palestine,33,22,0:00:55,9,77.78%,30.30%,$0.00 
/2020/01/23/john-wooden-center-should-be-used-to-quickly-address-student-housing-insecurity,33,33,0:03:03,21,71.43%,60.61%,$0.00 
/2020/01/29/editorial-implementing-facial-recognition-tech-would-be-a-violation-of-students-privacy,33,30,0:03:05,19,84.21%,66.67%,$0.00 
/2020/02/17/the-quad-going-beyond-organic-labels-on-groceries-what-u-s-food-regulations-really-mean,33,31,0:08:43,29,96.55%,90.91%,$0.00 
/2020/02/25/ucla-mens-volleyball-works-on-improvements-as-last-seasons-stars-face-setbacks,33,32,0:04:50,27,85.19%,78.79%,$0.00 
/2020/02/28/motivated-after-narrow-loss-to-utes-gymnastics-aims-to-flip-the-score-against-beavers,33,27,0:02:45,20,70.00%,60.61%,$0.00 
/2020/02/28/qa-echosmith-bassist-noah-sierota-shares-journey-to-bands-2nd-album,33,33,0:05:59,29,100.00%,90.91%,$0.00 
/2020/03/02/graphic-democratic-debates-word-count,33,29,0:04:11,21,90.48%,69.70%,$0.00 
/2020/04/07/student-leaders-call-for-increased-collaboration-in-ucla-coronavirus-response,33,31,0:01:29,20,80.00%,66.67%,$0.00 
/2020/04/08/illustrations-provide-medium-for-graduating-students-to-commemorate-college,33,33,0:00:55,27,74.07%,75.76%,$0.00 
/2020/04/22/with-online-instruction-desma-classes-foster-collaboration-and-creativity,33,31,0:01:01,19,94.74%,66.67%,$0.00 
/2020/08/17/editorial-cartoon-ucla-footballs-2020-season,33,31,0:01:22,9,88.89%,33.33%,$0.00 
/author/david-deng,33,25,0:00:14,14,64.29%,45.45%,$0.00 
/author/ishan-ayyalasomayajula,33,30,0:00:27,29,41.38%,45.45%,$0.00 
/author/justin-auh,33,25,0:00:39,17,41.18%,36.36%,$0.00 
/author/maanas-oruganti,33,31,0:01:25,11,72.73%,51.52%,$0.00 
/author/maya-mcnealis,33,26,0:00:36,18,61.11%,51.52%,$0.00 
/search?q=Anthony+Caldwell,33,31,0:00:07,0,0.00%,0.00%,$0.00 
/search?q=Brian+Stefans,33,29,0:00:06,1,0.00%,3.03%,$0.00 
/search?q=Lynne+Zucker,33,30,0:00:15,0,0.00%,0.00%,$0.00 
/search?q=Tim+Tangherlini,33,30,0:00:09,0,0.00%,0.00%,$0.00 
/tag/harry-potter-week,33,31,0:06:08,31,90.32%,90.91%,$0.00 
/1994/10/20/students-fight-for-continuatio,32,23,0:04:54,17,41.18%,40.62%,$0.00 
/1996/01/31/dempseys-hoop-dreams-delayed,32,31,0:28:24,31,96.77%,96.88%,$0.00 
/1996/11/20/rush-illuminates-life-and-ment,32,32,0:00:00,32,100.00%,100.00%,$0.00 
/1998/08/30/protesters-want-student-expell,32,31,0:27:00,31,96.77%,96.88%,$0.00 
/1998/10/13/actors-go-nude-for-opportunity,32,32,0:00:00,32,100.00%,100.00%,$0.00 
/2001/08/26/football-finds-pioneer-with-jo,32,27,0:10:20,27,81.48%,84.38%,$0.00 
/2002/10/03/a-family-affair-carl-wilson-fo,32,31,0:00:05,31,96.77%,96.88%,$0.00 
/2002/11/05/valley-hollywood-secession-mea,32,29,0:04:52,29,93.10%,90.62%,$0.00 
/2003/11/19/football-a-tale-of-four-footba,32,32,0:01:18,31,100.00%,96.88%,$0.00 
/2009/10/05/bright-blue-gorilla-has-big-laughs-small-budget,32,27,0:00:43,27,85.19%,84.38%,$0.00 
/2010/05/24/bite-history-art-sandwiches-l-delis,32,31,0:00:54,30,96.67%,93.75%,$0.00 
/2010/07/05/ucla-loses-national-championship-2-1-south-carolin,32,32,0:00:00,32,100.00%,100.00%,$0.00 
/2010/10/18/westwood_a_history,32,32,0:02:46,29,93.10%,90.62%,$0.00 
/2011/06/04/student_josie_loren_balances_school_acting_abc_family_make_it_break_it,32,28,0:00:55,27,92.59%,84.38%,$0.00 
/2011/10/05/months_of_planning_culminate_in_flashmob_proposal_for_alumni_nam_tran_trang_vu,32,31,0:05:24,31,96.77%,96.88%,$0.00 
/2011/11/17/580_cafe_offers_struggling_students_free_food_develops_community,32,30,0:02:00,29,82.76%,84.38%,$0.00 
/2012/09/27/after-fall-at-olympics-ucla-alum-anna-li-adjusts-to-life-outside-competitive-gymnastics,32,32,0:00:00,32,100.00%,100.00%,$0.00 
/2013/02/13/uclas-undergraduate-investment-society-meets-weekly-to-educate-students-about-finance,32,31,0:04:03,29,89.66%,90.62%,$0.00 
/2013/11/26/ally-courtnall-returns-to-shoot-for-national-championship-with-womens-soccer,32,31,0:05:35,29,89.66%,87.50%,$0.00 
/2014/05/23/bruin-value-investing-gives-members-hands-on-experience,32,31,0:06:37,28,85.71%,84.38%,$0.00 
/2014/10/02/multimedia-exhibition-shows-history-of-cinema-hollywood-costume,32,30,0:00:02,30,93.33%,93.75%,$0.00 
/2015/01/16/westwood-neighborhood-council-approves-design-for-new-fraternity-house,32,30,0:01:10,28,89.29%,87.50%,$0.00 
/2016/01/25/movie-review-the-5th-wave,32,30,0:06:58,30,93.33%,93.75%,$0.00 
/2016/05/10/longtime-physics-and-astronomy-professor-maha-ashour-abdalla-dies-at-72,32,31,0:04:23,31,96.77%,96.88%,$0.00 
/2016/06/27/couple-loans-unexpected-find-to-ucla-meteorite-gallery,32,29,0:00:24,28,92.86%,90.62%,$0.00 
/2016/08/21/film-lo-and-behold-documents-the-internets-beginning-at-ucla,32,28,0:01:33,28,89.29%,87.50%,$0.00 
/2016/09/25/movie-review-queen-of-katwe,32,27,0:01:04,26,88.46%,81.25%,$0.00 
/2016/10/14/ucla-alumnus-shines-as-villainous-hans-in-disneys-frozen-live,32,31,0:02:17,28,96.43%,90.62%,$0.00 
/2016/11/15/professor-accused-of-sexual-harassment-to-return-in-winter-2017,32,31,0:01:30,25,88.00%,84.38%,$0.00 
/2017/01/10/former-adpi-house-mother-starts-a-new-chapter-after-25-year-stint,32,30,0:04:00,30,93.33%,93.75%,$0.00 
/2017/01/16/grad-student-hopes-to-break-misconceptions-of-iran-with-travel-memoir,32,31,0:01:30,31,93.55%,93.75%,$0.00 
/2017/02/03/reel-representation-asian-americans-gravely-underrepresented-in-mainstream-cinema,32,32,0:00:00,32,100.00%,100.00%,$0.00 
/2017/02/16/the-quad-what-hill-residents-should-expect-after-getting-written-up,32,31,0:01:35,30,93.33%,93.75%,$0.00 
/2017/02/24/oscars-2017-unwinding-reels-of-memory-to-storyboard-scenes-in-zootopia,32,31,0:00:46,30,86.67%,87.50%,$0.00 
/2017/02/27/graphic-know-your-types-of-waste,32,30,0:03:37,30,93.33%,93.75%,$0.00 
/2017/05/14/ucla-film-society-allows-students-to-bring-original-screenplays-to-life,32,28,0:04:10,26,73.08%,68.75%,$0.00 
/2017/08/07/uc-job-applications-to-no-longer-require-disclosure-of-past-convictions,32,31,0:00:29,31,96.77%,96.88%,$0.00 
/2017/11/08/second-take-crazy-rich-asians-casting-raises-questions-on-asian-identity-representation,32,31,0:00:07,31,93.55%,93.75%,$0.00 
/2018/01/20/panel-discusses-importance-of-diversity-in-community-of-scientists,32,31,0:06:59,30,93.33%,93.75%,$0.00 
/2018/02/05/students-foundation-promotes-educational-opportunities-in-south-africa,32,16,0:07:13,16,56.25%,50.00%,$0.00 
/2018/02/08/omar-said-ucla-is-cutting-costs-at-the-expense-of-the-deaf-and-hearing-impaired,32,30,0:05:27,27,85.19%,81.25%,$0.00 
/2018/06/06/student-researchers-study-urban-effects-on-uclas-dark-eyed-juncos,32,29,0:04:52,29,89.66%,87.50%,$0.00 
/2018/11/07/alum-directs-film-following-life-and-disappearance-of-oscar-zeta-acosta,32,29,0:02:00,29,89.66%,90.62%,$0.00 
/2019/01/21/ucla-abandons-investment-in-mental-health-care-leaves-students-to-struggle-alone,32,31,0:03:35,24,79.17%,62.50%,$0.00 
/2019/01/28/the-quad-a-new-generation-of-politicians-connect-with-americans-on-social-media,32,31,0:01:37,31,93.55%,93.75%,$0.00 
/2019/02/14/ucla-medical-center-nurse-receives-national-award-for-exceptional-patient-care,32,30,0:04:28,29,93.10%,93.75%,$0.00 
/2019/02/24/ucla-professor-of-cardiac-surgery-remembered-for-persistence-life-saving-research,32,30,0:01:36,27,92.59%,90.62%,$0.00 
/2019/04/22/refinela-goes-beyond-reselling-clothes-promotes-free-expression-of-social-issues,32,32,0:03:49,29,89.66%,84.38%,$0.00 
/2019/05/03/student-receives-scholarship-to-provide-health-care-to-low-income-communities,32,30,0:14:42,30,93.33%,93.75%,$0.00 
/2019/06/20/concert-review-hoziers-minimalist-set-lets-music-take-the-front-seat-in-cemetery-performance,32,32,0:00:00,30,100.00%,100.00%,$0.00 
/2019/08/21/the-quad-626-night-market-grows-to-provide-summertime-immersion-in-asian-american-culture,32,30,0:01:42,25,92.00%,90.62%,$0.00 
/2019/09/19/res-life-again-accused-of-mismanagement-this-time-in-2016-by-alumna,32,31,0:02:28,24,79.17%,62.50%,$0.00 
/2019/10/08/qtoy-story-4-production-process,32,31,0:01:06,31,93.55%,93.75%,$0.00 
/2019/10/08/womens-volleyball-sees-pros-and-cons-in-recent-trend-of-sweeps,32,31,0:15:12,31,96.77%,96.88%,$0.00 
/2019/10/09/nakajima-natsu-to-teach-butoh-transformation-of-the-body-into-a-vessel-for-art,32,28,0:08:10,27,85.19%,84.38%,$0.00 
/2019/10/29/investigation-suggests-getty-fire-started-by-tree-branch-falling-on-power-lines,32,25,0:06:33,17,70.59%,68.75%,$0.00 
/2019/11/18/ucla-students-band-independently-produces-upcoming-ep,32,30,0:04:26,17,88.24%,68.75%,$0.00 
/2019/12/08/upcoming-musical-mafia-film-features-lgbtq-representation,32,32,0:00:00,30,100.00%,100.00%,$0.00 
/2020/01/05/a-difference-of-opinion-editors-the-potential-benefits-and-harms-of-uclas-new-university-housing-projects,32,30,0:02:50,22,86.36%,71.88%,$0.00 
/2020/02/01/gymnastics-records-lowest-single-event-score-since-2011-in-loss-to-washington,32,31,0:01:15,21,95.24%,78.12%,$0.00 
/2020/02/12/four-quartets-performance-to-ponder-t-s-eliots-poem-through-dance-art,32,30,0:07:49,28,92.86%,87.50%,$0.00 
/2020/03/05/wvia-discusses-renovations-allowed-for-buildings-with-historic-designations,32,31,0:02:00,30,76.67%,75.00%,$0.00 
/2020/05/01/lackluster-communication-efforts-from-ucpd-leave-students-feeling-unsure-unsafe,32,31,0:01:50,24,62.50%,50.00%,$0.00 
/2020/05/05/welcome-to-the-giff,32,28,0:03:32,19,78.95%,65.62%,$0.00 
/2020/05/06/senior-dean-talks-accomplishments-next-steps-as-she-prepares-to-step-down,32,32,0:02:38,20,85.00%,68.75%,$0.00 
/2020/05/06/uclas-pandemic-response-sites-lack-consolidated-needed-information-for-students,32,29,0:04:32,21,90.48%,71.88%,$0.00 
/2020/05/11/columns-from-quarantine-maintaining-mental-health-in-quarantine-reflecting-moods-in-tunes,32,28,0:03:03,14,85.71%,65.62%,$0.00 
/2020/05/12/daily-bruin-earns-3-spj-awards-and-honors-in-national-collegiate-competition,32,26,0:05:33,18,66.67%,62.50%,$0.00 
/2020/05/18/life-at-ucla-for-students-with-dependents,32,25,0:01:19,10,100.00%,56.25%,$0.00 
/2020/07/17/ucla-school-of-law-holds-contracts-with-companies-selling-personal-data-to-ice?fbclid=IwAR3S2CldqBPyH4vg4IQW3AOtvsE7TiJlO_op_NaaFpDa9FC2YF6dI_aiea8,32,24,0:05:12,21,80.95%,71.88%,$0.00 
/2020/10/17/film-and-tv-preview-fall-releases-to-feature-action-packed-plotlines-promising-characters,32,25,0:01:41,12,91.67%,53.12%,$0.00 
/author/breanna-diaz,32,24,0:02:10,6,0.00%,37.50%,$0.00 
/author/christi-carras,32,28,0:01:21,23,65.22%,62.50%,$0.00 
/author/lynn_chu,32,27,0:00:14,26,88.46%,81.25%,$0.00 
/author/maggie-tully,32,24,0:01:21,15,66.67%,40.62%,$0.00 
/author/marcus-veal,32,21,0:01:44,14,35.71%,18.75%,$0.00 
/post/a-mothers-resilience-pushes-anthony-barr-to-success-on-and-off-the-field,32,30,0:01:30,30,93.33%,93.75%,$0.00 
/search?q=Diane+Favro,32,30,0:00:10,0,0.00%,0.00%,$0.00 
/search?q=Frances+Steen,32,30,0:00:06,0,0.00%,3.12%,$0.00 
/search?q=Miriam+Posner,32,30,0:00:05,0,0.00%,3.12%,$0.00 
/search?q=Stephen+Mamber,32,30,0:00:07,0,0.00%,0.00%,$0.00 
/search?q=Toby+Higbie,32,30,0:00:07,0,0.00%,0.00%,$0.00 
/search?q=Todd+Grappone,32,30,0:00:08,1,0.00%,0.00%,$0.00 
/search?q=Yoh+Kawano,32,30,0:00:08,0,0.00%,6.25%,$0.00 
/tag/emmys2020,32,7,0:03:02,3,33.33%,6.25%,$0.00 
/2002/03/07/application-readers-gatekeeper,31,30,0:06:51,30,93.33%,93.55%,$0.00 
/2002/03/31/so-i-was-drunk-on-rodeo-drive,31,30,0:00:20,30,96.67%,96.77%,$0.00 
/2005/11/13/geffen-houses-a-masonic-past,31,30,0:25:46,29,96.55%,96.77%,$0.00 
/2006/11/06/ito-vote-selfishly-or-selfless,31,28,0:18:58,28,89.29%,90.32%,$0.00 
/2007/02/19/igive_kicking_rabbi_booti,31,26,0:01:32,21,76.19%,74.19%,$0.00 
/2007/02/22/screen_scene_black_snake_moan,31,31,0:00:00,31,100.00%,100.00%,$0.00 
/2008/05/21/ucla-brand-name-draws-attention-asian-nations,31,31,0:02:10,30,86.67%,87.10%,$0.00 
/2009/05/19/donated-bodies-give-medical-students-opportunity-l,31,30,0:00:47,30,96.67%,96.77%,$0.00 
