Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/03/01/baseball-puts-up-strong-showing-with-season-high-hits-in-win-over-texas-am/,11,9,0:01:38,2,0.00%,9.09%,$0.00
/2020/03/01/mens-volleyball-falls-short-in-five-set-battle-with-long-beach-state/,11,9,0:00:33,4,75.00%,45.45%,$0.00
/2020/03/02/ice-cube-receives-award-at-ucla-for-contributions-to-entertainment-sports,11,10,0:05:39,8,87.50%,90.91%,$0.00
/2020/03/02/love-and-murder-join-in-union-at-intimate-san-francisco-musical/,11,10,0:01:22,9,77.78%,72.73%,$0.00
/2020/03/03/wait-times-at-polling-centers-at-ackerman-union-run-more-than-4-hours,11,10,0:04:40,8,100.00%,90.91%,$0.00
/2020/03/04/mens-golf-drives-in-its-highest-finish-this-year-taking-5th-in-las-vegas/,11,11,0:00:00,10,100.00%,100.00%,$0.00
/2020/03/04/power-imbalance-creates-strained-relationship-between-landlords-student-tenants,11,11,0:00:00,11,100.00%,100.00%,$0.00
/2020/03/06/beach-volleyball-to-host-conference-rivals-in-weekend-tournament-at-home/,11,9,0:04:57,5,100.00%,63.64%,$0.00
/2020/03/06/weekend-in-preview-march-6/,11,10,0:00:27,5,80.00%,54.55%,$0.00
/2020/03/09/the-quad-how-the-impact-of-asmr-has-been-felt-across-the-internet,11,11,0:00:14,10,100.00%,90.91%,$0.00
/2020/03/13/gene-block-announces-14-day-self-quarantine-amid-covid-19-concerns,11,10,0:06:18,6,83.33%,54.55%,$0.00
/2020/03/13/ucla-extends-online-instruction-through-end-of-spring-quarter/?fbclid=IwAR1dufmHWUTOTWOV8jqnTm6o-FwfjHHf-GRJoiLhBVudjLjES_9fR_KI_1U,11,7,0:12:45,6,66.67%,63.64%,$0.00
/2020/03/18/womens-basketball-had-an-unprecedented-start-and-end-to-its-record-setting-season,11,11,0:05:30,10,100.00%,90.91%,$0.00
/2020/03/19/another-ucla-staff-member-tested-positive-for-covid-19-bringing-total-cases-to-3/?fbclid=IwAR0iyY9qWohPZ9y5L4yRvIrDFk9JKzBUKQejLeMMp4RLTuDRxifRc--lzhc,11,11,0:00:00,11,100.00%,100.00%,$0.00
/2020/03/26/students-may-take-multiple-pass-no-pass-classes-in-the-spring-in-light-of-covid-19/?fbclid=IwAR3xsWHFOcObBhwYD_J4_d8VMh8_lsdE0DgHNLsGSWWFZXR1gT8S2Ln8O_k,11,9,0:01:02,9,77.78%,81.82%,$0.00
/2020/03/30/students-discuss-impacts-of-losing-on-campus-jobs-as-facilities-close-amid-covid-19,11,10,0:00:50,9,100.00%,81.82%,$0.00
/2020/03/30/students-shift-perspectives-on-covid-19-as-spread-of-disease-progresses-in-us,11,10,0:01:19,5,80.00%,81.82%,$0.00
/2020/03/31/racist-zoombombing-incidents-at-ucla-disrupt-online-classes-and-students/?fbclid=IwAR3tzmpipkFGnWLlVDQV1FrvV2CeuJP0L7YqtFZRWPhtI3kSBaM-VkXkblo,11,10,0:01:38,10,90.00%,90.91%,$0.00
/2020/04/07/online-live-performances-proliferate-revitalize-highly-restrictive-music-industry/,11,11,0:01:23,7,85.71%,81.82%,$0.00
/2020/04/09/theater-students-improvise-virtual-methods-to-replace-in-person-productions,11,11,0:01:15,9,77.78%,72.73%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?from=timeline&isappinstalled=0,11,10,0:00:02,10,90.00%,90.91%,$0.00
/2020/04/15/still-on-the-hill-students-face-loneliness-and-lack-of-vegetables,11,10,0:03:03,7,85.71%,81.82%,$0.00
/2020/04/30/student-ties-in-comfort-with-personal-brand-in-clothing-line-created-in-quarantine,11,11,0:00:02,9,100.00%,90.91%,$0.00
/2020/05/01/good-things-are-bruin-four-stories-of-community-support-amid-covid-19-restrictions,11,9,0:06:48,7,71.43%,72.73%,$0.00
/2020/05/02/usac-officer-evaluation-orion-smedley-general-representative-2,11,10,0:00:58,3,33.33%,27.27%,$0.00
/2020/05/03/graphic-past-pandemics,11,10,0:05:42,2,50.00%,63.64%,$0.00
/2020/05/05/the-quad-a-guide-to-uclas-health-care-services-during-covid-19-pandemic,11,11,0:00:04,9,100.00%,90.91%,$0.00
/2020/05/06/the-quad-examining-types-of-social-isolation-their-impacts-on-mental-health,11,11,0:01:04,8,100.00%,81.82%,$0.00
/2020/05/07/ucla-uses-cares-act-funds-to-offer-all-eligible-students-at-least-200/?fbclid=IwAR0VlP986wTY_w-L8zwhL2jOMYD0cXTMx-5d3ftoXys3O9J_bV2BFl13Bic&from=groupmessage&from=groupmessage,11,10,0:00:58,10,80.00%,81.82%,$0.00
/2020/05/11/editorial-title-ix-rule-changes-can-deter-students-from-reporting-cases-of-sexual-violence,11,10,0:01:07,5,100.00%,63.64%,$0.00
/2020/05/11/napolitano-recommends-suspending-sat-act-as-admissions-criteria-until-at-least-2024,11,9,0:02:39,4,50.00%,45.45%,$0.00
/2020/05/12/the-quad-here-are-some-tips-on-saving-money-in-a-pandemic-induced-recession/?fbclid=IwAR2qS7OEVanG-QqqY9Si1X9cuyNzr1n91H6A8jR2JXaPtfWMasovgRRYR0Y,11,11,0:00:00,10,100.00%,100.00%,$0.00
/2020/05/13/ucla-tells-faculty-to-prepare-for-remote-fall-quarter-official-plans-unannounced/?from=groupmessage&from=groupmessage,11,11,0:03:55,11,90.91%,90.91%,$0.00
/2020/05/18/the-quad-whats-in-store-as-you-online-shop-to-help-your-stress-levels-drop,11,11,0:08:06,4,100.00%,90.91%,$0.00
/2020/05/19/usac-recap-may-12-2,11,11,0:00:06,5,100.00%,81.82%,$0.00
/2020/05/27/dentistry-professor-sues-uc-for-alleged-retaliation-following-title-ix-testimony/?fbclid=IwAR006X5gJNJ92Qku0YfXUd0yYWVukmtTwUI7j-sGBlf9PTXx8FeRUaa_WeQ,11,8,0:10:46,8,62.50%,72.73%,$0.00
/2020/05/27/dentistry-professor-sues-uc-for-alleged-retaliation-following-title-ix-testimony/?fbclid=IwAR1T7ma8Vmyyzdo_uybDhgUjHGG-OnkX6UGDQ93k49NPuium7IoCHIm7Rjs,11,9,0:09:37,9,88.89%,81.82%,$0.00
/2020/05/28/student-diagnosed-with-first-confirmed-case-of-covid-19-on-the-hill/?fbclid=IwAR2Zgvc9dpO6WmIsL8jZs5qkuXmKIXoMm2vqQx-2TMdZV_2eYH5hUh1hYqM,11,11,0:00:00,11,100.00%,100.00%,$0.00
/2020/06/03/ucla-leased-jackie-robinson-stadium-facilities-used-by-lapd-to-detain-protestors?fbclid=IwAR3iiOM8j0lOR3Rq6mTmVbqrBjk498f-UBnqy2yQI_kMinqWvDn7Qw7345M,11,10,0:01:29,10,80.00%,81.82%,$0.00
/2020/06/05/california-to-allow-qualifying-counties-to-open-schools-bars-gyms?fbclid=IwAR2l9gTNo8r8Au5TuQ5yYGPXQDRjw28LoypdQeS_eW0D9cwb3y__RYTAuuE,11,11,0:00:00,11,100.00%,100.00%,$0.00
/2020/06/10/pandemic-forces-incoming-students-to-alter-their-expectations-of-college-life?fbclid=IwAR1gSkHGbNa2dziNGRGuVZVa154PnW6OBEr5xp19JKb7P7aE_GgeeFqtY0Y,11,10,0:24:27,9,77.78%,81.82%,$0.00
/2020/01/04/ucla-gymnastics-to-start-season-at-collegiate-challenge-with-new-coaching-lineup/,10,9,0:00:38,6,83.33%,50.00%,$0.00
/2020/01/12/hammer-museum-to-host-reading-of-author-editor-glenn-obriens-collected-works/,10,10,0:01:51,7,100.00%,80.00%,$0.00
/2020/01/18/gallery-ucla-womens-basketball-is-defeated-in-double-overtime-by-usc/,10,10,0:01:18,1,0.00%,10.00%,$0.00
/2020/01/19/jalen-hills-scoring-lands-ucla-mens-basketball-ahead-of-cal-at-the-half/,10,9,0:02:18,4,50.00%,50.00%,$0.00
/2020/01/19/mens-basketball-secures-victory-over-california-in-lowest-scoring-win-since-2006/,10,9,0:06:29,5,60.00%,70.00%,$0.00
/2020/01/20/love-spells-trouble-for-queer-characters-in-student-film-about-loves-trials/,10,9,0:03:14,7,85.71%,70.00%,$0.00
/2020/01/20/weeklong-event-aims-to-promote-body-positivity-while-taking-on-diet-culture/,10,7,0:00:08,6,66.67%,60.00%,$0.00
/2020/01/22/graphic-shooting-star-natalie-chou/,10,9,0:00:51,3,100.00%,60.00%,$0.00
/2020/01/23/the-quad-examining-impact-of-the-australian-wildfires-why-they-are-so-detrimental,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/01/24/womens-basketball-to-host-two-pac-12-matchups-without-leading-scorer/,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/01/26/student-film-reflects-on-friendship-love-and-loss-in-story-of-owner-and-pet,10,9,0:00:07,7,71.43%,70.00%,$0.00
/2020/01/31/foundation-donates-18m-to-expand-psychosocial-care-for-cancer-patients/?fbclid=IwAR081vODQzNp5VeZCbifX8sIbEn0TXL9slD70ofCgTX_-nHM3lIzZDLstgY,10,9,0:05:35,9,88.89%,90.00%,$0.00
/2020/02/02/editorial-the-ucs-overenrollment-issue-continues-to-grow-and-reduces-access-for-students/,10,10,0:01:01,7,100.00%,70.00%,$0.00
/2020/02/04/uclas-common-experience-chooses-podcast-that-explores-la-gentrification/,10,10,0:01:59,8,100.00%,80.00%,$0.00
/2020/02/06/second-take-just-because-the-academy-thinks-a-picture-is-best-doesnt-mean-it-is/,10,10,0:00:25,7,100.00%,70.00%,$0.00
/2020/02/06/uclas-lack-of-funding-for-transfer-center-cheapens-transfer-students-experiences,10,9,0:00:48,6,66.67%,50.00%,$0.00
/2020/02/11/ucla-dean-jayathi-murthy-named-to-national-academy-of-engineering,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/02/12/editorial-funding-for-public-schools-paints-a-brighter-future-for-california-students/,10,9,0:13:23,9,77.78%,80.00%,$0.00
/2020/02/12/party-of-five-season-1-review-episode-7-speak-for-yourself,10,7,0:02:46,5,80.00%,50.00%,$0.00
/2020/02/17/professor-gives-new-sound-vigor-to-french-poems-in-his-translations,10,9,0:01:14,9,88.89%,90.00%,$0.00
/2020/02/19/professors-discuss-potential-impacts-of-proposed-federal-budget-cuts,10,10,0:06:18,4,100.00%,80.00%,$0.00
/2020/02/20/uclas-online-module-unrealistic-uninformed-attempt-to-promote-diversity-and-equity,10,10,0:00:52,9,77.78%,70.00%,$0.00
/2020/02/23/author-vit-thanh-nguyn-discusses-asian-american-representation-in-the-media,10,9,0:02:24,9,55.56%,60.00%,$0.00
/2020/02/23/school-of-music-increases-funding-for-community-college-transfer-scholarships/,10,10,0:00:18,6,100.00%,70.00%,$0.00
/2020/02/24/beach-volleyball-tallies-4-wins-at-beach-classic-but-falls-in-finale-to-lsu/,10,9,0:00:48,1,0.00%,30.00%,$0.00
/2020/02/24/statistics-counselor-authors-blog-offering-life-advice-to-college-students/?fbclid=IwAR3I9YXZRqwgb8-eadbxU7gaDdWWQZJ1A9v-9gW0IOGZ555s298EEC-3iaU,10,8,0:00:36,8,75.00%,80.00%,$0.00
/2020/02/27/ucla-baseball-overpowers-waves-in-eighth-straight-win-of-season/,10,10,0:00:33,8,87.50%,80.00%,$0.00
/2020/02/27/ucla-centennial-campaign-raises-5-49b-at-close-of-fundraising-effort,10,10,0:01:31,10,90.00%,90.00%,$0.00
/2020/02/27/ucla-researchers-quantify-participants-levels-of-empathy-in-new-study/?mc_cid=4c170f48a0&mc_eid=[UNIQID],10,4,0:07:08,4,25.00%,40.00%,$0.00
/2020/03/02/baseball-returns-victorious-from-frisco-college-classic-maintains-undefeated-streak/,10,9,0:01:34,2,0.00%,50.00%,$0.00
/2020/03/04/public-health-emergency-declared-statewide-11-new-covid-19-cases-confirmed,10,10,0:01:46,7,14.29%,40.00%,$0.00
/2020/03/05/assembly-bill-2712-proposes-universal-basic-income-to-california-residents/?fbclid=IwAR1saKFntrwnKGIna18ADPomdlTgw6bKFhdDqBNG9sh3jGliKEpUrh7uVkY,10,7,0:05:07,7,71.43%,70.00%,$0.00
/2020/03/08/student-learns-lessons-of-competition-in-process-of-auditioning-for-american-idol/?mc_cid=ee9e9aa095&mc_eid=[UNIQID]&mc_cid=ee9e9aa095&mc_eid=ae4173d228,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/03/11/graduate-student-exhibition-highlights-innovative-works-utilizing-various-media/?fbclid=IwAR0nYz9gQtF0DbLLG2nRimtoeQyyd8HGHQFY8_lr3gWpqhs7d7F-PWlIo8w,10,5,0:00:12,5,80.00%,50.00%,$0.00
/2020/03/11/ucla-among-5-uc-campuses-to-offer-in-house-covid-19-testing/?fbclid=IwAR0bKKaGqHZZwIYMNc2k84mJrCVDd2lPs-PVvAfef2jvTRvmLR6jRxsoUpo,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR0iOJAP7MqjiDK_UcNwiwzP09TVLWatNoNDtafYpsdqX3v22bspBzorX0A,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR0WRxTAj0MOCzo5i5OYYV_fFELRcjEJJhdm6nIUBRZD_5_P2feH0vfrVNY,10,7,0:08:38,7,57.14%,70.00%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR2O59-gMaZksdK0KgHkJf-tjLH5QTn7VH1_iyJaJ6FbiDwAVbRyO_KjyiQ,10,4,0:03:44,4,25.00%,40.00%,$0.00
/2020/03/16/un-connon-opinions-coping-with-the-loss-of-sports-and-its-community-in-wake-of-the-coronavirus,10,9,0:01:20,3,33.33%,20.00%,$0.00
/2020/03/19/editorial-ucla-seniors-deserve-more-than-just-an-online-commencement,10,9,0:15:47,9,88.89%,90.00%,$0.00
/2020/03/25/second-ucla-student-tests-positive-for-the-new-coronavirus/?fbclid=IwAR1gpBZ6ynR4mlhh2Xiy9Mg0S9IBFXwt81VvPUNYCyfit0mBX_itLz17daA,10,8,0:03:15,8,75.00%,80.00%,$0.00
/2020/03/27/editorial-graduate-schools-should-ease-pass-no-pass-class-policies-in-light-of-pandemic,10,9,0:00:45,8,87.50%,90.00%,$0.00
/2020/04/04/three-more-test-positive-for-covid-19-in-ucla-community,10,10,0:00:42,3,100.00%,50.00%,$0.00
/2020/04/07/second-take-online-live-performances-proliferate-revitalize-highly-restrictive-music-industry,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/07/ucla-guard-chris-smith-declares-for-2020-nba-draft-after-career-season,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/08/editorial-cartoon-zoom-mom-ing,10,10,0:06:37,6,83.33%,80.00%,$0.00
/2020/04/10/portion-of-wilshire-boulevard-closes-to-allow-for-metro-construction,10,10,0:01:55,8,100.00%,90.00%,$0.00
/2020/04/13/editorial-stimulus-package-ignores-needs-of-college-students-warrants-further-consideration,10,9,0:00:32,8,87.50%,80.00%,$0.00
/2020/04/14/election-board-sanctions-candidates-running-for-student-government/?fbclid=IwAR0p_MRkfujkiu86wmqlVGvyc7r89t8MZFt1Z3BrL6yJOGz6Il9jIgRQszg,10,7,0:12:41,7,57.14%,70.00%,$0.00
/2020/04/17/columns-from-quarantine-the-painful-reality-of-losing-a-loved-one-to-the-coronavirus,10,8,0:00:21,5,80.00%,60.00%,$0.00
/2020/04/21/former-mens-soccer-coach-jorge-salcedo-to-plead-guilty-to-racketeering-charges,10,10,0:00:41,7,100.00%,70.00%,$0.00
/2020/04/21/ucla-football-players-work-out-prepare-for-virtual-nfl-draft-during-pandemic,10,10,0:00:00,9,100.00%,100.00%,$0.00
/2020/04/21/ucla-football-players-work-out-prepare-for-virtual-nfl-draft-safer-at-home/,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/22/with-olympics-postponed-current-and-former-bruins-use-the-extra-time-to-train,10,9,0:05:24,4,100.00%,70.00%,$0.00
/2020/04/23/student-aims-to-foster-artistic-expression-in-ucla-community-even-during-pandemic,10,10,0:01:07,9,55.56%,60.00%,$0.00
/2020/04/24/devin-asiasi-selected-by-new-england-patriots-in-third-round-of-2020-nfl-draft/?src=rss,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/24/uc-and-ucla-leadership-in-discussion-regarding-fall-quarter-plans/?fbclid=IwAR0v-9ABp6-L-EbLflMBc5YF7oCWpvf-z-VdJz6ohc1I--0MKu08CyYPYHU,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/27/professors-tweets-regarding-covid-19-elicit-student-concerns-of-xenophobic-tone/?fbclid=IwAR2tPWPgP9AUKTin6_Hy1-RKWYcYbu_82ZUi3xBaLfkZfdbH1LPGNgB1Pj0,10,9,0:00:35,8,87.50%,90.00%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter/?fbclid=IwAR2aO18doqjpAp631WEinnS_1FacD-0rTA0HZuRCf05T-91KsakqF_jMCnI,10,10,0:00:00,10,100.00%,100.00%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter/?fbclid=IwAR3QDO0Qt6_GrI4duZbZN0Sh_u9LD_o0ayQGZAIQ1MTjVN_QrNRVII7f4GA,10,7,0:08:22,7,57.14%,70.00%,$0.00
/2020/04/30/illustration-standalone-in-quarantine,10,9,0:03:14,1,0.00%,30.00%,$0.00
/2020/05/02/usac-officer-evaluation-isabel-oraha-transfer-student-representative,10,8,0:01:29,5,80.00%,50.00%,$0.00
/2020/05/02/usac-officer-evaluation-johana-guerra-martinez-external-vice-president,10,7,0:00:31,2,50.00%,10.00%,$0.00
/2020/05/06/alumnus-rolls-out-film-aiming-to-stir-pot-with-fresh-take-on-marijuana-culture,10,9,0:05:50,7,85.71%,70.00%,$0.00
/2020/05/08/naomi-riley-elected-usac-president-with-highest-voter-turnout-since-2016/?fbclid=IwAR3QodYDa-Zrj4b1Ef9GCZW1OqjPaIy7ZU5o_GSJzf3CRzoM8Krp4dWLZa0,10,9,0:01:10,9,88.89%,90.00%,$0.00
/2020/05/08/the-quad-exploring-the-pet-tential-benefits-of-being-stuck-at-home-with-furry-friends,10,6,0:01:23,4,75.00%,40.00%,$0.00
/2020/05/13/organizations-podcast-allows-listeners-to-tune-in-to-film-discussions-analyses,10,10,0:12:52,6,83.33%,60.00%,$0.00
/2020/05/13/usac-election-voter-turnout-increases-with-referendums-on-ballot-online-format,10,10,0:00:58,6,83.33%,70.00%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?fbclid=IwAR3ZzdnhHy9gls--0XVE8XzwVzRKBrDGXnXVeFJdzw28ICvcXaPLJSMBekY,10,5,0:07:24,5,80.00%,50.00%,$0.00
/2020/06/10/illustration-essential-workers,10,8,0:03:53,1,100.00%,20.00%,$0.00
/2020/01/05/student-class-projects-aim-to-raise-awareness-of-uclas-mental-health-resources,9,8,0:05:07,8,87.50%,88.89%,$0.00
/2020/01/05/students-faculty-react-to-protests-against-indias-newly-passed-citizenship-act/,9,9,0:02:58,6,83.33%,66.67%,$0.00
/2020/01/06/podcast-elderllama-breaks-down-the-universe-with-casual-conversation/,9,9,0:09:40,6,83.33%,66.67%,$0.00
/2020/01/07/ucla-gymnastics-starts-season-strong-with-fresh-faces-returning-talents/,9,9,0:02:13,7,100.00%,88.89%,$0.00
/2020/01/10/mens-basketball-to-face-crosstown-rival-usc-for-first-time-in-2020/,9,8,0:03:05,4,75.00%,77.78%,$0.00
/2020/01/10/ucla-led-study-finds-climate-change-may-cause-increase-in-premature-births/,9,9,0:00:04,6,100.00%,88.89%,$0.00
/2020/01/13/alumna-shares-what-its-like-to-produce-over-20-years-of-sag-awards-shows/,9,8,0:00:15,4,100.00%,44.44%,$0.00
/2020/01/14/graphic-close-calls-for-mens-tennis-perfect-3-season-home-record/,9,9,0:00:08,8,100.00%,88.89%,$0.00
/2020/01/14/jazz-student-ensemble-strike-a-chord-with-expressive-and-experimental-tunes/,9,8,0:02:19,5,60.00%,44.44%,$0.00
/2020/01/14/public-information-is-lacking-for-over-2-million-used-by-two-campus-committees,9,9,0:02:17,4,75.00%,55.56%,$0.00
/2020/01/14/ucla-bike-shops-diy-approach-facilitates-learning-for-customers-and-employees,9,7,0:11:54,7,57.14%,66.67%,$0.00
/2020/01/23/comedy-event-featuring-asian-american-performers-to-benefit-blood-cancer-patients,9,7,0:03:42,7,85.71%,77.78%,$0.00
/2020/01/23/metro-on-road-to-better-bus-system-utilizing-community-input-in-redesign-plan/,9,9,0:01:16,4,50.00%,66.67%,$0.00
/2020/01/26/students-react-to-death-of-former-los-angeles-lakers-guard-kobe-bryant,9,8,0:01:30,3,100.00%,66.67%,$0.00
/2020/01/28/ucla-should-bolster-its-support-for-the-esports-community-further-invest-in-program,9,8,0:01:29,7,57.14%,55.56%,$0.00
/2020/01/29/ucla-gymnastics-hopes-to-keep-up-momentum-going-into-meet-given-tight-schedule/,9,9,0:00:00,8,100.00%,100.00%,$0.00
/2020/01/30/uc-boards-hasty-attempt-to-increase-tuition-displays-its-disregard-for-students,9,8,0:00:01,8,87.50%,88.89%,$0.00
/2020/01/30/ucla-researchers-lead-study-following-effects-of-psychotherapy-on-trauma-survivors,9,9,0:00:15,9,88.89%,88.89%,$0.00
/2020/02/02/as-ucla-construction-ramps-up-runoff-management-policies-should-do-so-as-well,9,9,0:01:49,7,85.71%,77.78%,$0.00
/2020/02/02/out-of-bounds-the-revival,9,5,0:02:30,0,0.00%,33.33%,$0.00
/2020/02/02/presentation-discusses-campus-resources-for-first-generation-awareness-week/,9,9,0:02:34,6,100.00%,77.78%,$0.00
/2020/02/02/qa-framing-agnes-producer-talks-truth-telling-importance-of-representation-in-film/,9,9,0:00:24,7,100.00%,88.89%,$0.00
/2020/02/04/mens-volleyball-continues-to-see-impactful-stats-from-freshmen-starters/,9,9,0:02:36,9,88.89%,88.89%,$0.00
/2020/02/06/how-to-train-your-dragon-animation-style-has-shifted-throughout-decadelong-trilogy,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/02/06/mens-tennis-focuses-on-boosting-confidence-in-doubles-play/,9,9,0:00:59,7,42.86%,55.56%,$0.00
/2020/02/08/ucla-mens-basketball-tames-wildcats-offense-to-upset-no-23-arizona/,9,9,0:00:36,2,0.00%,66.67%,$0.00
/2020/02/09/ucla-track-and-field-sees-consistent-results-at-new-mexico-collegiate-classic/,9,8,0:00:44,7,14.29%,22.22%,$0.00
/2020/02/14/westwood-downtown-la-subway-megaproject-receives-over-1b-in-funding,9,8,0:00:05,8,87.50%,88.89%,$0.00
/2020/02/15/week-six-lower-laundry-costs-kaplan-flooded-former-sepis-building-knocked-down/,9,9,0:02:33,5,60.00%,33.33%,$0.00
/2020/02/16/gallery-ucla-mens-basketball-triumphs-over-washington-in-come-from-behind-win/,9,7,0:00:21,1,100.00%,22.22%,$0.00
/2020/02/18/twin-sister-flutist-duo-cultivates-connection-through-music-personal-bond,9,9,0:00:13,7,100.00%,88.89%,$0.00
/2020/02/19/event-offers-students-space-to-heal-focus-on-well-being-after-relationships/,9,9,0:01:06,3,100.00%,44.44%,$0.00
/2020/02/19/student-publishes-book-exploring-influence-of-law-clerks-on-us-judicial-system,9,8,0:03:04,5,80.00%,55.56%,$0.00
/2020/02/20/beach-volleyball-tests-waters-with-new-pairs-players-in-season-opener/,9,9,0:00:42,7,100.00%,88.89%,$0.00
/2020/02/21/recent-rewinds-overwatch-2-will-expand-on-lore-characters-offer-more-game-play-modes,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/02/23/editorial-cartoon-no-fliers/,9,9,0:00:12,3,66.67%,33.33%,$0.00
/2020/02/23/mens-tennis-clinches-victory-against-uc-irvine-in-last-match-before-pac-12-play/,9,9,0:01:34,6,83.33%,66.67%,$0.00
/2020/02/23/softball-sweeps-mary-nutter-collegiate-classic-for-third-consecutive-year/,9,9,0:00:05,3,0.00%,33.33%,$0.00
/2020/02/24/horror-movie-draws-from-fears-of-nightmare-on-elm-street-to-build-thrilling-story,9,9,0:01:41,9,88.89%,88.89%,$0.00
/2020/02/25/metro-other-transit-services-to-offer-free-transportation-on-state-election-day/,9,9,0:00:12,6,83.33%,55.56%,$0.00
/2020/02/25/study-uses-genetic-information-to-identify-archaic-ghost-population,9,8,0:01:25,7,85.71%,88.89%,$0.00
/2020/02/25/westwoods-qwench-juice-bar-remains-closed-for-unknown-reasons,9,9,0:00:37,7,85.71%,66.67%,$0.00
/2020/02/26/ucla-swim-and-dive-to-kick-off-postseason-at-pac-12-championship-in-washington/,9,8,0:00:12,5,80.00%,66.67%,$0.00
/2020/02/27/out-of-bounds-pick-up-our-insert/,9,9,0:02:17,3,66.67%,33.33%,$0.00
/2020/02/29/ucla-womens-tennis-clinches-win-against-usc-during-nonconference-play/,9,9,0:00:35,4,100.00%,44.44%,$0.00
/2020/03/02/editorial-cartoon-democratic-primary-candidates-as-majors,9,9,0:00:44,3,66.67%,66.67%,$0.00
/2020/03/02/students-faculty-speak-on-diversity-among-democratic-presidential-candidates,9,8,0:07:34,7,71.43%,66.67%,$0.00
/2020/03/02/swim-and-dive-notches-best-pac-12-championship-finish-since-2014-takes-home-4th,9,9,0:03:05,6,100.00%,77.78%,$0.00
/2020/03/02/womens-basketball-wraps-up-season-works-toward-tournament-with-roster-edits/,9,8,0:03:27,5,80.00%,66.67%,$0.00
/2020/03/04/documentary-to-showcase-life-of-punk-rock-singer-marian-anderson,9,8,0:11:55,8,87.50%,88.89%,$0.00
/2020/03/05/assembly-bill-2712-proposes-universal-basic-income-to-california-residents/?fbclid=IwAR1a8nB5HCX60iur6KF1SAka6HkdiaSjdWg_4GKS4_IH2ssiyL0Hx3nUh5g,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/03/09/the-quad-boiling-down-the-bagels-beginnings-before-it-was-a-bruins-breakfast,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/03/10/ucla-holds-information-session-to-address-concerns-regarding-covid-19,9,9,0:03:57,7,71.43%,66.67%,$0.00
/2020/03/11/graduate-student-exhibition-highlights-innovative-works-utilizing-various-media,9,9,0:00:29,8,100.00%,88.89%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR0ey6RtUCM4k5Kzfi2P_eyvKCOjCuyQtegOkhqNfOs0qBj3VrgIDhyeR-0,9,8,0:00:21,7,85.71%,88.89%,$0.00
/2020/03/15/the-quad-for-seniors-an-online-spring-quarter-means-an-incomplete-college-experience/?fbclid=IwAR0Zn8e3JzimWkCh0nh0S1wdT-CSm0zhB4uHsg1vdH4g3QluPd6BkFKdX0o,9,9,0:01:03,8,87.50%,88.89%,$0.00
/2020/03/16/faculty-housing-project-prioritization-points-to-larger-affordability-concerns,9,9,0:00:15,6,100.00%,77.78%,$0.00
/2020/03/16/staff-member-tests-positive-for-covid-19-in-first-confirmed-case-at-ucla/?from=groupmessage&isappinstalled=0,9,9,0:00:00,9,100.00%,100.00%,$0.00
/2020/03/22/ucla-may-convert-campus-facilities-to-hospitals-for-covid-19-patients-if-needed,9,9,0:03:12,8,87.50%,88.89%,$0.00
/2020/03/26/number-of-covid-19-cases-in-ucla-community-reaches-5-as-staff-member-tests-positive,9,9,0:00:34,3,100.00%,88.89%,$0.00
/2020/04/10/headliners-akshay-anand-lets-narratives-lead-the-way-in-his-original-acoustic-music,9,9,0:01:26,1,0.00%,44.44%,$0.00
/2020/04/10/stans-donuts-to-close-after-55-years-of-business-citing-covid-19/?fbclid=IwAR100IlmF3PE5u6_jRKExMzUL6eEpoYWQVN9eMAnPL9SFF1lr8OOVMJU-U0,9,7,0:00:49,7,71.43%,77.78%,$0.00
